1,1,122.8,334.26,132.33999999999997,59.139999999999986,1,1,1.0
1,2,208.8,251.3,93.5,39.77999999999997,1,1,1.0
1,3,734.48,267.0,69.06999999999994,37.70999999999998,1,1,1.0
2,1,99.43,337.9,134.76999999999998,59.400000000000034,1,1,1.0
2,2,209.2,251.45,93.10000000000002,39.660000000000025,1,1,1.0
2,3,720.52,268.93,70.68000000000006,37.70999999999998,1,1,1.0
3,1,74.56,341.27,136.04,60.43000000000001,1,1,1.0
3,2,209.0,251.6,93.30000000000001,39.53999999999999,1,1,1.0
3,3,707.56,270.87,71.6400000000001,37.70999999999998,1,1,1.0
4,1,49.96,345.7,139.94,60.400000000000034,1,1,1.0
4,2,208.99,251.9,94.00999999999999,39.27000000000001,1,1,1.0
4,3,693.43,272.61,75.17000000000007,37.70999999999998,1,1,1.0
5,1,23.54,347.9,145.06,63.10000000000002,1,1,1.0
5,2,208.99,251.92,93.40999999999997,39.28,1,1,1.0
5,3,679.31,273.96,75.17000000000007,39.24000000000001,1,1,1.0
6,1,0.0,352.4,144.9,64.0,1,1,1.0
6,2,208.98,252.1,93.41999999999999,39.130000000000024,1,1,1.0
6,3,664.8,274.93,76.70000000000005,40.96999999999997,1,1,1.0
7,1,0.0,355.88,120.5,66.32,1,1,1.0
7,2,215.2,252.12,87.19999999999999,39.139999999999986,1,1,1.0
7,3,650.1,277.83,78.79999999999995,40.97000000000003,1,1,1.0
8,1,0.0,358.8,98.34,68.80000000000001,1,1,1.0
8,2,214.3,252.14,88.09999999999997,39.150000000000034,1,1,1.0
8,3,636.45,278.71,78.84999999999991,42.69,1,1,1.0
9,1,0.0,363.8,73.6,56.06,1,1,1.0
9,2,212.4,252.17,89.99999999999997,39.150000000000006,1,1,1.0
9,3,622.14,280.26,79.86000000000001,43.24000000000001,1,1,1.0
10,1,0.0,368.82,47.2,56.06,1,1,1.0
10,2,210.6,252.19,91.79999999999998,39.160000000000025,1,1,1.0
10,3,605.5,282.97,82.39999999999998,43.23999999999995,1,1,1.0
11,1,0.0,379.5,23.98,48.27999999999997,1,1,1.0
11,2,210.6,252.21,91.79999999999998,39.16999999999999,1,1,1.0
11,3,590.99,283.94,83.00999999999999,44.56,1,1,1.0
12,2,209.1,252.23,93.28999999999999,39.180000000000035,1,1,1.0
12,3,574.74,286.84,85.55999999999995,44.56,1,1,1.0
13,2,209.09,253.3,93.29999999999998,38.139999999999986,1,1,1.0
13,3,558.68,289.35,86.92000000000007,39.94999999999999,1,1,1.0
14,2,209.08,253.32,93.30999999999997,39.78000000000003,1,1,1.0
14,3,543.98,291.29,86.91999999999996,43.60999999999996,1,1,1.0
15,2,209.08,253.33,93.30999999999997,39.97,1,1,1.0
15,3,527.92,293.61,86.92000000000007,46.889999999999986,1,1,1.0
16,2,209.07,253.35,93.32,39.150000000000006,1,1,1.0
16,3,511.86,295.74,88.43999999999994,47.25999999999999,1,1,1.0
17,2,208.49,252.92,93.40999999999997,39.599999999999994,1,1,1.0
17,3,493.67,298.45,90.93,47.25999999999999,1,1,1.0
18,2,207.9,252.5,93.49999999999997,40.05000000000001,1,1,1.0
18,3,475.8,299.62,92.30000000000001,50.77999999999997,1,1,1.0
19,2,207.9,253.0,93.51000000000002,39.56999999999999,1,1,1.0
19,3,459.01,302.64,94.99000000000001,51.25999999999999,1,1,1.0
