1,1,54.79,61.28,121.07000000000002,59.510000000000005,1,1,1.0
1,2,0.0,13.81,16.7,28.689999999999998,1,1,1.0
1,3,314.0,0.0,395.58000000000004,112.0,1,1,1.0
1,4,98.25,0.0,219.75,61.64,1,1,1.0
2,1,35.5,57.53,118.5,60.67,1,1,1.0
2,2,0.0,17.7,9.1,24.8,1,1,1.0
2,3,313.6,0.0,394.9,112.0,1,1,1.0
2,4,98.04,0.0,219.78999999999996,62.0,1,1,1.0
3,1,19.05,54.5,114.45,58.5,1,1,1.0
3,2,0.0,22.9,3.2,16.4,1,1,1.0
3,3,313.0,0.0,394.9,112.0,1,1,1.0
3,4,97.82,0.0,219.85000000000002,62.2,1,1,1.0
4,1,3.96,51.6,108.44000000000001,57.300000000000004,1,1,1.0
4,3,312.12,0.0,394.9,111.1,1,1,1.0
4,4,97.6,0.0,219.9,62.7,1,1,1.0
5,1,0.0,48.3,94.4,56.3,1,1,1.0
5,3,311.97,0.0,394.9,111.42,1,1,1.0
5,4,97.0,0.0,219.60000000000002,63.4,1,1,1.0
6,1,0.0,47.1,74.0,54.300000000000004,1,1,1.0
6,3,311.17,0.0,394.90000000000003,111.1,1,1,1.0
6,4,96.5,0.0,219.89999999999998,63.1,1,1,1.0
7,1,0.0,42.0,56.8,54.400000000000006,1,1,1.0
7,3,310.57,0.0,394.90000000000003,110.8,1,1,1.0
7,4,96.2,0.0,219.2,63.1,1,1,1.0
8,1,0.0,41.25,41.3,52.25,1,1,1.0
8,3,310.16,0.0,394.8999999999999,110.55,1,1,1.0
8,4,96.1,0.0,219.00000000000003,63.6,1,1,1.0
9,1,0.0,42.5,25.5,46.0,1,1,1.0
9,3,308.37,0.0,394.9,110.3,1,1,1.0
9,4,96.2,0.0,218.0,63.4,1,1,1.0
10,1,0.0,49.2,12.0,29.200000000000003,1,1,1.0
10,3,308.61,0.0,394.9,110.3,1,1,1.0
10,4,96.3,0.0,218.2,63.3,1,1,1.0
10,5,916.68,194.3,43.32000000000005,58.78,1,1,1.0
11,3,308.43,0.0,394.90000000000003,110.9,1,1,1.0
11,4,96.4,0.0,217.99999999999997,63.4,1,1,1.0
11,5,870.06,183.4,89.94000000000005,82.29999999999998,1,1,1.0
12,3,307.85,0.0,394.9,109.7,1,1,1.0
12,4,96.5,0.0,217.7,63.8,1,1,1.0
12,5,822.5,173.7,137.5,90.10000000000002,1,1,1.0
13,3,307.44,0.0,394.90000000000003,109.9,1,1,1.0
13,4,96.6,0.0,217.54999999999998,64.2,1,1,1.0
13,5,778.6,159.9,181.39999999999998,103.9,1,1,1.0
14,3,307.76,0.0,394.9,109.6,1,1,1.0
14,4,96.7,0.0,217.40000000000003,63.3,1,1,1.0
14,5,736.9,151.4,223.10000000000002,118.9,1,1,1.0
14,6,0.0,177.12,15.5,44.41999999999999,1,1,1.0
15,3,307.71,0.0,394.90000000000003,110.1,1,1,1.0
15,4,97.1,0.0,216.9,63.1,1,1,1.0
15,5,697.3,144.0,262.70000000000005,116.0,1,1,1.0
15,6,0.0,164.65,32.3,70.04999999999998,1,1,1.0
16,3,307.66,0.0,394.8999999999999,110.17,1,1,1.0
16,4,97.1,0.0,217.20000000000002,62.0,1,1,1.0
16,5,656.9,135.9,272.70000000000005,114.19999999999999,1,1,1.0
16,6,0.0,166.7,49.9,82.30000000000001,1,1,1.0
17,3,307.61,0.0,394.9,110.23,1,1,1.0
17,4,97.0,0.0,217.39999999999998,61.64,1,1,1.0
17,5,619.06,129.0,258.94000000000005,109.1,1,1,1.0
17,6,0.0,162.98,70.3,102.72,1,1,1.0
18,3,307.56,0.0,394.90000000000003,110.3,1,1,1.0
18,4,96.9,0.0,217.99999999999997,61.64,1,1,1.0
18,5,583.8,120.0,246.5,109.1,1,1,1.0
18,6,0.0,165.8,91.2,115.59999999999997,1,1,1.0
19,3,307.51,0.0,394.9,110.4,1,1,1.0
19,4,96.85,0.0,217.95000000000002,61.64,1,1,1.0
19,5,547.5,114.4,243.20000000000005,105.19999999999999,1,1,1.0
19,6,0.0,173.54,114.8,119.06000000000003,1,1,1.0
20,3,307.46,0.0,394.87000000000006,110.35,1,1,1.0
20,4,96.8,0.0,217.89999999999998,61.64,1,1,1.0
20,5,516.11,111.0,233.18999999999994,99.69999999999999,1,1,1.0
20,6,0.0,180.42,139.3,125.08000000000001,1,1,1.0
21,3,307.42,0.0,394.82,110.31,1,1,1.0
21,4,97.1,0.0,217.50000000000003,61.64,1,1,1.0
21,5,486.56,106.2,221.33999999999997,95.8,1,1,1.0
21,6,0.0,188.16,165.1,130.64000000000001,1,1,1.0
22,3,307.37,0.0,394.78,110.26,1,1,1.0
22,4,96.87,0.0,217.43,61.64,1,1,1.0
22,5,455.3,101.6,218.3,93.1,1,1,1.0
22,6,0.0,197.2,194.34,138.37,1,1,1.0
23,3,307.32,0.0,394.73999999999995,110.22,1,1,1.0
23,4,96.63,0.0,217.47000000000003,61.64,1,1,1.0
23,5,427.8,95.5,209.2,90.9,1,1,1.0
23,6,13.24,206.4,211.06,146.99999999999997,1,1,1.0
24,3,307.27,0.0,394.70000000000005,110.17,1,1,1.0
24,4,96.4,0.0,217.9,61.64,1,1,1.0
24,5,400.0,92.3,201.29999999999995,86.89999999999999,1,1,1.0
24,6,36.26,215.61,223.14,153.78999999999996,1,1,1.0
25,3,307.22,0.0,394.65999999999997,110.12,1,1,1.0
25,4,96.43,0.0,217.57,61.64,1,1,1.0
25,5,375.82,89.7,192.38000000000005,82.60000000000001,1,1,1.0
25,6,59.4,225.6,236.1,162.4,1,1,1.0
26,3,307.17,0.0,394.62999999999994,110.08,1,1,1.0
26,4,96.47,0.0,217.23,61.1,1,1,1.0
26,5,352.55,85.1,185.45,81.0,1,1,1.0
26,6,86.3,238.04,249.0,171.35999999999999,1,1,1.0
27,3,307.12,0.0,394.59000000000003,110.03,1,1,1.0
27,4,96.5,0.0,217.89999999999998,61.3,1,1,1.0
27,5,330.48,81.2,180.12,79.3,1,1,1.0
27,6,111.3,246.67,273.0,186.33,1,1,1.0
28,3,307.07,0.0,394.55,109.98,1,1,1.0
28,4,96.7,0.0,217.3,59.8,1,1,1.0
28,5,307.67,77.8,171.93,75.7,1,1,1.0
28,6,142.6,261.99,293.9,199.31,1,1,1.0
29,3,307.02,0.0,394.51,109.94,1,1,1.0
29,4,96.9,0.0,217.70000000000002,59.5,1,1,1.0
29,5,288.4,72.2,167.5,76.2,1,1,1.0
29,6,174.94,274.93,317.76,212.26999999999998,1,1,1.0
29,7,913.0,190.1,47.0,60.129999999999995,1,1,1.0
30,3,306.97,0.0,394.47,109.89,1,1,1.0
30,4,97.17,0.0,216.72999999999996,60.2,1,1,1.0
30,5,269.25,69.6,160.85000000000002,73.5,1,1,1.0
30,6,212.75,292.84,343.65,225.66000000000003,1,1,1.0
30,7,864.7,172.8,95.29999999999995,71.1,1,1,1.0
31,3,306.92,0.0,394.44,109.85,1,1,1.0
31,4,97.45,0.0,216.75,60.2,1,1,1.0
31,5,250.17,67.6,155.43000000000004,70.5,1,1,1.0
31,6,254.71,310.15,372.99,229.85000000000002,1,1,1.0
31,7,816.2,156.7,143.79999999999995,85.0,1,1,1.0
32,3,306.87,0.0,394.4,109.8,1,1,1.0
32,4,97.72,0.0,216.38000000000002,58.6,1,1,1.0
32,5,232.13,63.7,150.67000000000002,69.60000000000001,1,1,1.0
32,6,300.67,328.14,398.93,211.86,1,1,1.0
32,7,774.13,143.0,185.87,111.19999999999999,1,1,1.0
33,3,306.82,0.0,394.35999999999996,109.45,1,1,1.0
33,4,98.0,0.0,215.8,58.8,1,1,1.0
33,5,214.92,59.7,145.68000000000004,68.8,1,1,1.0
